用户,是否看过,评分,评论时间,有用数,评论
松鼠鳜鱼夫人,看过,力荐,2020-03-07 15:50:59,0,很热血，已经很久没看到这么热血精彩的少年漫改了（民工漫除外
顾靳,看过,力荐,2020-03-07 14:47:38,0,小王在考证，小李在准备出国，我看少年漫画哭了三包纸巾，我们都有光明的未来
不懂电影,看过,力荐,2020-03-02 12:45:48,0,为什么又搞这一套，害我白开心一场
哪吒须提,看过,力荐,2020-03-08 09:46:16,0,咱只要不虐妹妹要几星都好说。。。
杨硕,看过,推荐,2020-03-08 15:00:40,0,既然是前五集就不看了吧
熙东,看过,力荐,2020-03-07 20:14:35,0,第二季第二季
阿赖,看过,推荐,2020-03-02 13:32:23,0,分数确实有点虚高。
XiaoNan,看过,推荐,2020-03-02 16:45:06,0,期待剧场版
周润土,看过,力荐,2020-03-06 12:20:07,0,漫画快完结了，动画一直也在追。画面真的好。就是有点短。漫画200来章就要完结了
Mr.杏仁,看过,力荐,2020-03-03 21:12:31,0,原来是合集，不过依然精彩
江湖骗子🇨🇳,看过,力荐,2020-03-08 13:29:20,0,这几年日漫难得的佳品，对于一个不爱热血漫的老人家来说动画里燃烧经费的打斗镜头看得太爽了！
菻公子,看过,力荐,2020-03-02 23:26:33,0,我爱鬼灭之刃，加油啊。
SaerTfyui-,看过,2020-03-06 22:27:47, ,1,原来只是前五集吗，那可以不看了
奶味耶稣,看过,推荐,2020-03-03 09:42:34,0,超好看啊啊啊啊！
ALISA,看过,力荐,2020-03-04 04:11:57,0,好喜欢这个画风
无名氏,看过,力荐,2020-03-07 10:35:16,0,tv前5 那时候为了看还充了大会员
1,看过,很差,2020-03-02 21:38:44,1,打怪升级而已可看可不看
广科学子,看过,还行,2020-03-02 17:50:29,0,这。。
该用户已注销,看过,还行,2020-03-09 08:16:21,0,ang？不是剧场版…这也有点太那啥了吧
Fatty,看过,力荐,2020-03-06 16:42:45,0,？
黄,看过,推荐,2020-03-04 00:08:05,0,还不错的动漫，可以看一看！
火舞旋风,看过,力荐,2020-03-02 17:48:07,0,这不是剧场版吗？好吧，不过名字起得好，最爱炭豆兄妹了
Small健步飞贼,看过,推荐,2020-03-03 12:36:44,0,原来如此
闭嘴吧你,看过,推荐,2020-03-07 23:59:37,0,原来不是剧场版呀，不过TV版也不错～还是很好看滴
可yet,看过,力荐,2020-03-06 20:58:18,0,好看好看，风格爱了爱了
秉烛游,看过,力荐,2020-03-03 12:40:21,0,剧场版暑假能出吗？
人雜湯,看过,还行,2020-03-06 21:11:55,0,诶…真是群孩子 吾峠太幸运了
三毛同学,看过,力荐,2020-03-07 01:33:49,0,看自我都无法主宰的弱者，迟早会臣服于强者
温也,看过,力荐,2020-03-02 10:11:40,1,巨好看的番 近几年心中最佳
木梓萱萱827,看过,力荐,2020-03-02 12:26:11,0,刚开始看的时候是被那个噩梦很帅和人类结婚了的剧情吸引力，之后发现很好看，男主太惨了。
Ean,看过,力荐,2020-03-06 09:27:39,0,可盐可甜
蔚西,看过,力荐,2020-03-02 14:51:19,0,好看就完了
